0_x_norm,0_y_norm,0_z_norm,1_x_norm,1_y_norm,1_z_norm,2_x_norm,2_y_norm,2_z_norm,3_x_norm,3_y_norm,3_z_norm,4_x_norm,4_y_norm,4_z_norm,5_x_norm,5_y_norm,5_z_norm,6_x_norm,6_y_norm,6_z_norm,7_x_norm,7_y_norm,7_z_norm,8_x_norm,8_y_norm,8_z_norm,9_x_norm,9_y_norm,9_z_norm,10_x_norm,10_y_norm,10_z_norm,11_x_norm,11_y_norm,11_z_norm,12_x_norm,12_y_norm,12_z_norm,13_x_norm,13_y_norm,13_z_norm,14_x_norm,14_y_norm,14_z_norm,15_x_norm,15_y_norm,15_z_norm,16_x_norm,16_y_norm,16_z_norm,17_x_norm,17_y_norm,17_z_norm,18_x_norm,18_y_norm,18_z_norm,19_x_norm,19_y_norm,19_z_norm,20_x_norm,20_y_norm,20_z_norm
0.6691944003105164,0.40623989701271057,-2.5658087565716414e-07,0.6478607058525085,0.38161733746528625,-0.0015982338227331638,0.6355449557304382,0.35233908891677856,-0.003912280313670635,0.6390050649642944,0.3270936906337738,-0.008609731681644917,0.6512308716773987,0.3154374361038208,-0.0119774229824543,0.6439073085784912,0.32664257287979126,0.006773915141820908,0.63945472240448,0.3025861084461212,-0.00499679846689105,0.6397557258605957,0.32430192828178406,-0.01198138389736414,0.6434015035629272,0.33712249994277954,-0.014954213984310627,0.6575201749801636,0.3268381953239441,0.0018731799209490418,0.6546778082847595,0.3035346269607544,-0.010254924185574055,0.6532382965087891,0.32852688431739807,-0.013185753487050533,0.6564772725105286,0.33866164088249207,-0.011925876140594482,0.6714260578155518,0.3304603695869446,-0.005091927479952574,0.6670917868614197,0.31126198172569275,-0.015960613265633583,0.6639864444732666,0.3355664908885956,-0.011723478324711323,0.6667981743812561,0.3438247740268707,-0.005776800215244293,0.6862657070159912,0.33819395303726196,-0.012638580054044724,0.6798547506332397,0.3219820559024811,-0.016079962253570557,0.6751531958580017,0.33972227573394775,-0.009988863952457905,0.6768636703491211,0.348084419965744,-0.004185471683740616
0.6687788963317871,0.40341371297836304,-1.9230644454637513e-07,0.6484277248382568,0.3841700255870819,-0.004614287056028843,0.6359511017799377,0.35475975275039673,-0.007326176855713129,0.6436254382133484,0.33022043108940125,-0.011398181319236755,0.6601153016090393,0.32210755348205566,-0.013752918690443039,0.6434539556503296,0.3292097747325897,0.0028045878279954195,0.6380490660667419,0.30891719460487366,-0.008794489316642284,0.6393657922744751,0.33110907673835754,-0.014194995164871216,0.6448836326599121,0.3397504687309265,-0.016220102086663246,0.6570065021514893,0.32913917303085327,-0.00029506406281143427,0.6536780595779419,0.31080663204193115,-0.0121757285669446,0.6519151926040649,0.3375056982040405,-0.013026144355535507,0.6568600535392761,0.3426222801208496,-0.010210306383669376,0.6705753207206726,0.3329280614852905,-0.005781685002148151,0.6677862405776978,0.31832146644592285,-0.017187563702464104,0.6637328863143921,0.3435366749763489,-0.012738809920847416,0.6674697995185852,0.34748807549476624,-0.006350131239742041,0.6849157810211182,0.3399598002433777,-0.012080979533493519,0.679274320602417,0.3281467854976654,-0.01641572266817093,0.6740237474441528,0.3459806740283966,-0.011439933441579342,0.6762683391571045,0.35142844915390015,-0.0061721885576844215
0.6689988970756531,0.4007236361503601,-1.738009842711108e-07,0.6482413411140442,0.3826974928379059,-0.004517092369496822,0.6358532309532166,0.3543368875980377,-0.007071492727845907,0.6436094045639038,0.33118736743927,-0.01087492611259222,0.6594462394714355,0.3241910934448242,-0.013081326149404049,0.644263744354248,0.32963457703590393,0.0027873278595507145,0.6381901502609253,0.3114425539970398,-0.008346796035766602,0.6391193270683289,0.3330763578414917,-0.013729593716561794,0.6441203355789185,0.34136250615119934,-0.01584537886083126,0.6574756503105164,0.32922276854515076,-0.0002395352494204417,0.6530295014381409,0.3119983673095703,-0.011346695944666862,0.6508631110191345,0.3376410901546478,-0.012180442921817303,0.6555534601211548,0.34283342957496643,-0.009519081562757492,0.6705076694488525,0.3331458866596222,-0.005598343908786774,0.6669509410858154,0.319865882396698,-0.016058091074228287,0.6625259518623352,0.3440350294113159,-0.01181732676923275,0.6659389138221741,0.348056823015213,-0.005807076580822468,0.6841088533401489,0.34051409363746643,-0.011793535202741623,0.6776028871536255,0.3305893540382385,-0.015753762796521187,0.6726071834564209,0.3473430573940277,-0.011132636107504368,0.6749248504638672,0.3522719144821167,-0.006231269333511591
0.6679584383964539,0.3979617953300476,-1.624969883096128e-07,0.6479035019874573,0.38147759437561035,-0.003821657970547676,0.6347457766532898,0.35409459471702576,-0.005662545561790466,0.6410708427429199,0.32992029190063477,-0.008833835832774639,0.6569858193397522,0.32207584381103516,-0.010530971921980381,0.6428002715110779,0.33046862483024597,0.004254069644957781,0.6369515657424927,0.3120388686656952,-0.005929327104240656,0.638202965259552,0.33214879035949707,-0.010842042043805122,0.6431854367256165,0.3400686979293823,-0.012683006934821606,0.6558088660240173,0.3289557695388794,0.0013615019852295518,0.6511982083320618,0.3114226460456848,-0.008685127831995487,0.6497030258178711,0.3360840380191803,-0.009321406483650208,0.6544069647789001,0.34139665961265564,-0.006573984865099192,0.6688718199729919,0.33208832144737244,-0.003798427525907755,0.6649878025054932,0.31828978657722473,-0.013678722083568573,0.6611128449440002,0.3417157530784607,-0.009809142909944057,0.6644431948661804,0.3460932672023773,-0.004026043228805065,0.6826128363609314,0.33861008286476135,-0.009676283225417137,0.6759907007217407,0.32827359437942505,-0.013641486875712872,0.6714960932731628,0.3443927764892578,-0.009403056465089321,0.6737774014472961,0.3497261106967926,-0.004699034616351128
0.6667520999908447,0.3955347537994385,-1.6127199842230766e-07,0.6468205451965332,0.379988431930542,-0.003805571934208274,0.6339354515075684,0.35296088457107544,-0.005816682241857052,0.6404004096984863,0.32932916283607483,-0.009117618203163147,0.6560682654380798,0.3213348686695099,-0.011072506196796894,0.6423906683921814,0.3293359875679016,0.0035716036800295115,0.636071503162384,0.3116571009159088,-0.006734032649546862,0.6374339461326599,0.33143311738967896,-0.011701596900820732,0.6425796747207642,0.33957165479660034,-0.013521978631615639,0.6553805470466614,0.32797014713287354,0.0006275239866226912,0.6503308415412903,0.31109434366226196,-0.009269535541534424,0.6487552523612976,0.33555322885513306,-0.00981260184198618,0.6535167098045349,0.3408086895942688,-0.007115447428077459,0.6683817505836487,0.33121222257614136,-0.004544418770819902,0.6639198660850525,0.31759506464004517,-0.01448523998260498,0.6600945591926575,0.3411461114883423,-0.010553627274930477,0.663619875907898,0.34573620557785034,-0.004762173164635897,0.6820005178451538,0.3378213047981262,-0.010390347801148891,0.6745679378509521,0.32763180136680603,-0.014583555981516838,0.6703963279724121,0.34394335746765137,-0.010287554934620857,0.6731367707252502,0.3494553864002228,-0.005519432481378317
0.6676036715507507,0.3970504701137543,-1.6679311443112965e-07,0.6473609209060669,0.3819776475429535,-0.0038397505413740873,0.6344003677368164,0.3547201156616211,-0.005638663657009602,0.6406323909759521,0.3320518732070923,-0.008634589612483978,0.6553596258163452,0.32375434041023254,-0.01017481554299593,0.6420964598655701,0.3303390145301819,0.003401252906769514,0.6357364654541016,0.31298306584358215,-0.007347533479332924,0.6371482014656067,0.33349844813346863,-0.012531865388154984,0.6422196626663208,0.34150174260139465,-0.014451212249696255,0.6552627086639404,0.32884207367897034,0.00036150438245385885,0.6501235961914062,0.3118523955345154,-0.009851491078734398,0.6485183835029602,0.3369223475456238,-0.010457590222358704,0.6532734632492065,0.3416873812675476,-0.007707372773438692,0.6684669256210327,0.3320864140987396,-0.004930770955979824,0.6640726327896118,0.3181206285953522,-0.014941531233489513,0.6600167751312256,0.34271058440208435,-0.010718206875026226,0.6632308959960938,0.3471234440803528,-0.004752809181809425,0.6823815107345581,0.33872875571250916,-0.010932937264442444,0.6751232743263245,0.3298703730106354,-0.015253685414791107,0.6706478595733643,0.34661421179771423,-0.010891485027968884,0.6729124784469604,0.35130077600479126,-0.006027845665812492
0.6684744954109192,0.40196168422698975,-1.7365884730224934e-07,0.6476835608482361,0.3870936632156372,-0.004562214482575655,0.6344309449195862,0.35968276858329773,-0.006602789741009474,0.640757143497467,0.33609291911125183,-0.009691745042800903,0.6556851863861084,0.3274030089378357,-0.011102264747023582,0.6420711874961853,0.33454346656799316,0.0030068864580243826,0.6350672841072083,0.31665441393852234,-0.008134821429848671,0.637131929397583,0.33798184990882874,-0.013435397297143936,0.642500638961792,0.3457052707672119,-0.015451362356543541,0.655494749546051,0.3327746093273163,0.00020476807549130172,0.6497905254364014,0.315613329410553,-0.01070513017475605,0.6485675573348999,0.34117943048477173,-0.011404846794903278,0.6533249020576477,0.3454712927341461,-0.008583368733525276,0.6686510443687439,0.3357847332954407,-0.004978678654879332,0.664179801940918,0.3221931457519531,-0.015369134955108166,0.6603291630744934,0.34704816341400146,-0.011016489937901497,0.6636185050010681,0.350837767124176,-0.004877846222370863,0.6825945973396301,0.342244029045105,-0.011000413447618484,0.6753795742988586,0.3341206908226013,-0.015441307798027992,0.6706188321113586,0.3511006832122803,-0.011209109798073769,0.672755241394043,0.355436772108078,-0.006431287154555321
0.669012725353241,0.4058780074119568,-1.673560916515271e-07,0.6482532620429993,0.38955578207969666,-0.004055109340697527,0.6353283524513245,0.3624063730239868,-0.0062656099908053875,0.6411880254745483,0.33917030692100525,-0.009672283194959164,0.6559326648712158,0.3302743434906006,-0.011551354080438614,0.6432173848152161,0.33685874938964844,0.0034772001672536135,0.636027455329895,0.3195086121559143,-0.007186414208263159,0.638002872467041,0.3396826684474945,-0.012701272964477539,0.6436200141906738,0.3476985692977905,-0.015028904192149639,0.6564096212387085,0.3353325426578522,0.00036400576937012374,0.650650680065155,0.31862539052963257,-0.01005213987082243,0.6492541432380676,0.3433065116405487,-0.01113917026668787,0.6542679667472839,0.3485180139541626,-0.008823588490486145,0.6694217324256897,0.3386552631855011,-0.005013429559767246,0.6647794842720032,0.3244825005531311,-0.014856494031846523,0.6606848835945129,0.3483690023422241,-0.010922699235379696,0.664050817489624,0.3531263768672943,-0.005311374552547932,0.6830558776855469,0.345806360244751,-0.01119102444499731,0.6754863262176514,0.3373967409133911,-0.01536578219383955,0.6704753637313843,0.3539464473724365,-0.011301498860120773,0.6726239919662476,0.3589160144329071,-0.006784690078347921
0.6706967353820801,0.4055076837539673,-1.6371824074212782e-07,0.6502063870429993,0.38897740840911865,-0.004312384873628616,0.6378208994865417,0.3626687526702881,-0.006884092465043068,0.6439581513404846,0.33995750546455383,-0.010683725588023663,0.6584495306015015,0.3296801447868347,-0.012883021496236324,0.645695686340332,0.33627498149871826,0.003883613971993327,0.6381919384002686,0.3197357654571533,-0.007374274078756571,0.6404271125793457,0.34026965498924255,-0.013320930302143097,0.6461935639381409,0.3485536277294159,-0.015770968049764633,0.6586694717407227,0.3347037732601166,0.0007767817587591708,0.6531029939651489,0.3189407289028168,-0.010137313976883888,0.6520380973815918,0.3434058725833893,-0.011604703031480312,0.6569820642471313,0.34808582067489624,-0.00948567409068346,0.6716501116752625,0.33805879950523376,-0.004700839053839445,0.6671567559242249,0.3251035511493683,-0.015109050087630749,0.6633345484733582,0.3489129841327667,-0.011311616748571396,0.6667373180389404,0.3528365194797516,-0.0056854961439967155,0.6851258277893066,0.3452107608318329,-0.010991138406097889,0.6776341199874878,0.3382658064365387,-0.01543628890067339,0.6731979250907898,0.3545127809047699,-0.011417965404689312,0.6757015585899353,0.3583744764328003,-0.006860209628939629
0.6717756986618042,0.4015233814716339,-1.5210211756766512e-07,0.6514604091644287,0.385384738445282,-0.004220145754516125,0.6387735605239868,0.35959023237228394,-0.006826574448496103,0.6446542143821716,0.3363769054412842,-0.010621407069265842,0.6594690680503845,0.326313316822052,-0.012901783920824528,0.6461440324783325,0.33518579602241516,0.0035042609088122845,0.6392500996589661,0.3169502913951874,-0.007249645888805389,0.6414471864700317,0.33671292662620544,-0.01276940293610096,0.6470572352409363,0.34496957063674927,-0.014952290803194046,0.6593434810638428,0.33330345153808594,0.0005300258635543287,0.6540834307670593,0.31609952449798584,-0.009809096343815327,0.653214156627655,0.3402813673019409,-0.010895246639847755,0.6581798195838928,0.3455860912799835,-0.008551177568733692,0.6725201606750488,0.3363669216632843,-0.004717656876891851,0.667712390422821,0.3221690356731415,-0.014752892777323723,0.664307713508606,0.345458060503006,-0.010774004273116589,0.6679975986480713,0.34973689913749695,-0.005013763904571533,0.6863587498664856,0.3430715501308441,-0.010716286487877369,0.6787582039833069,0.3335852026939392,-0.015045768581330776,0.6746230721473694,0.3498270511627197,-0.01075674220919609,0.6772865056991577,0.3549133837223053,-0.0059888637624681
0.6714389324188232,0.4007225036621094,-1.5445738199559855e-07,0.6512022614479065,0.3855539858341217,-0.004183909390121698,0.6382901668548584,0.35905179381370544,-0.0064505781047046185,0.6440509557723999,0.3351414203643799,-0.009872709400951862,0.658902645111084,0.32553184032440186,-0.011781422421336174,0.645392119884491,0.33509713411331177,0.003254041774198413,0.6388126611709595,0.3168046176433563,-0.007183231879025698,0.6408843994140625,0.3363136649131775,-0.012274139560759068,0.6463438272476196,0.3442019820213318,-0.014219331555068493,0.6583545207977295,0.3326762914657593,0.00041603800491429865,0.6532717347145081,0.3156062364578247,-0.009612645022571087,0.6524674892425537,0.34004703164100647,-0.010245990939438343,0.6574372053146362,0.3447345793247223,-0.007598982658237219,0.6714617609977722,0.3353314995765686,-0.004670578055083752,0.6670007109642029,0.3211831748485565,-0.014346195384860039,0.6637473702430725,0.3447376787662506,-0.010157176293432713,0.6674984097480774,0.3486015498638153,-0.004350569099187851,0.6853449940681458,0.3415313959121704,-0.010528091341257095,0.6780474781990051,0.3327794075012207,-0.014664912596344948,0.6740290522575378,0.34863772988319397,-0.010465017519891262,0.6767878532409668,0.3528602421283722,-0.005823398474603891
0.6705388426780701,0.400998592376709,-1.586404749787107e-07,0.6504706144332886,0.3862496614456177,-0.003995985258370638,0.6374672651290894,0.3597855269908905,-0.006098475772887468,0.643007218837738,0.33556100726127625,-0.009403838776051998,0.6575354933738708,0.32566866278648376,-0.011247619986534119,0.6445253491401672,0.3362564444541931,0.003218298777937889,0.6376251578330994,0.3173544406890869,-0.00720163993537426,0.6393590569496155,0.3366793394088745,-0.012140250764787197,0.6448299884796143,0.3445148468017578,-0.013945294544100761,0.6571776270866394,0.3340943455696106,0.00032946059945970774,0.6520251035690308,0.3163098692893982,-0.009928904473781586,0.6509127616882324,0.34062424302101135,-0.01060844212770462,0.6558361649513245,0.3453429639339447,-0.00790479127317667,0.670131266117096,0.33663681149482727,-0.004764612298458815,0.665489137172699,0.32149699330329895,-0.01476270705461502,0.6619826555252075,0.3454116880893707,-0.010659990832209587,0.6657014489173889,0.34961047768592834,-0.00477956235408783,0.6839846968650818,0.34252169728279114,-0.01057548075914383,0.6763218641281128,0.33318108320236206,-0.014983110129833221,0.6721088290214539,0.3493775725364685,-0.010872812010347843,0.6749204993247986,0.3540060818195343,-0.006205432116985321
0.669241189956665,0.4016639292240143,-1.598956345105762e-07,0.6491965055465698,0.38660746812820435,-0.003900512820109725,0.6363435387611389,0.36096110939979553,-0.0061909533105790615,0.6414865851402283,0.33739179372787476,-0.009662402793765068,0.6555594801902771,0.3272218108177185,-0.011705735698342323,0.643575131893158,0.33573266863822937,0.003197775222361088,0.6363442540168762,0.3181847631931305,-0.007251886650919914,0.6381109952926636,0.3377692997455597,-0.012480171397328377,0.6436038613319397,0.34563538432121277,-0.014520975761115551,0.6560977101325989,0.3337614834308624,0.00019241176778450608,0.6505890488624573,0.3168303966522217,-0.009943000040948391,0.6494160294532776,0.34098124504089355,-0.01089149434119463,0.6541934609413147,0.34609052538871765,-0.008489291183650494,0.6689484715461731,0.33656659722328186,-0.004971145186573267,0.6638516783714294,0.32219839096069336,-0.014852381311357021,0.660339891910553,0.34603583812713623,-0.01093374565243721,0.6639537811279297,0.35056206583976746,-0.005265320185571909,0.6826274394989014,0.3429630398750305,-0.010835511609911919,0.6745071411132812,0.33434978127479553,-0.015246504917740822,0.670275866985321,0.35085004568099976,-0.011185876093804836,0.6730060577392578,0.35564523935317993,-0.006576539948582649
0.6688591837882996,0.4009383022785187,-1.532892923705731e-07,0.6485242247581482,0.38649842143058777,-0.00416894955560565,0.6352294683456421,0.3603535294532776,-0.006404158193618059,0.6402944922447205,0.3360387682914734,-0.009789146482944489,0.6551570892333984,0.3257959485054016,-0.011698109097778797,0.6421771049499512,0.33625587821006775,0.0033016239758580923,0.6349846720695496,0.31795865297317505,-0.0070977164432406425,0.6372866034507751,0.33705824613571167,-0.012215269729495049,0.6430292725563049,0.344734251499176,-0.014165093190968037,0.655093789100647,0.33363980054855347,0.0005078747635707259,0.6496251821517944,0.3162823021411896,-0.009568050503730774,0.6489185690879822,0.34044918417930603,-0.010341833345592022,0.6539850831031799,0.3453821837902069,-0.0077501931227743626,0.668136715888977,0.336093544960022,-0.004507875069975853,0.6631945967674255,0.3220931589603424,-0.014361342415213585,0.6599860191345215,0.3456737697124481,-0.010472112335264683,0.6638424396514893,0.3498888611793518,-0.004763848148286343,0.6819883584976196,0.34197476506233215,-0.010257239453494549,0.6741021871566772,0.33327022194862366,-0.014606148935854435,0.6701397895812988,0.34933653473854065,-0.010622702538967133,0.6730929017066956,0.35394445061683655,-0.00606366153806448
0.6682877540588379,0.40092819929122925,-1.5457722213341185e-07,0.6475583910942078,0.38583865761756897,-0.004082965198904276,0.6345371603965759,0.36007577180862427,-0.006409673485904932,0.6401645541191101,0.336324542760849,-0.009909141808748245,0.6545940041542053,0.32576099038124084,-0.011975905857980251,0.6411556005477905,0.3360063433647156,0.0030874249059706926,0.6337287425994873,0.31761419773101807,-0.007203161716461182,0.6354994177818298,0.33716827630996704,-0.012326405383646488,0.6409416198730469,0.34530654549598694,-0.014329677447676659,0.6541225910186768,0.3333527147769928,0.00019045038789045066,0.648221492767334,0.31601983308792114,-0.00973079539835453,0.647281289100647,0.34039437770843506,-0.010578658431768417,0.6524394154548645,0.34548816084861755,-0.008139600045979023,0.6673237681388855,0.3358079195022583,-0.004870465025305748,0.6622313261032104,0.32090261578559875,-0.014502652920782566,0.6588054895401001,0.34480586647987366,-0.010468489490449429,0.6626862287521362,0.34953176975250244,-0.004761544521898031,0.6813165545463562,0.3418552875518799,-0.01066491287201643,0.6733037829399109,0.33249977231025696,-0.014946609735488892,0.6691100001335144,0.34877142310142517,-0.010763277299702168,0.6719511151313782,0.3538302481174469,-0.00606742687523365
0.6681729555130005,0.40099090337753296,-1.569860614836216e-07,0.6474480032920837,0.3863467872142792,-0.004225961863994598,0.6340961456298828,0.3604506850242615,-0.006509298458695412,0.6395248770713806,0.3364775478839874,-0.009920189157128334,0.6539360284805298,0.32550129294395447,-0.011849669739603996,0.6410531997680664,0.33545440435409546,0.0031383081804960966,0.6337106823921204,0.31777915358543396,-0.00737322261556983,0.6357890963554382,0.3375011682510376,-0.012556390836834908,0.6414933204650879,0.34515711665153503,-0.014588945545256138,0.654029369354248,0.3329475224018097,0.00024898260016925633,0.6482382416725159,0.315992534160614,-0.00988432951271534,0.6474292278289795,0.34055259823799133,-0.010668463073670864,0.6526117324829102,0.34521013498306274,-0.008153311908245087,0.6671059727668762,0.3355564475059509,-0.004879259504377842,0.6621226072311401,0.3210828900337219,-0.01476933341473341,0.6588124632835388,0.3451477289199829,-0.010676848702132702,0.6626752018928528,0.34933069348335266,-0.004913574084639549,0.6809544563293457,0.3417368531227112,-0.010757334530353546,0.6730684638023376,0.33322206139564514,-0.015164874494075775,0.6690148115158081,0.34975647926330566,-0.011023507453501225,0.6719014048576355,0.3543005883693695,-0.006373587530106306
0.6676921844482422,0.4037116765975952,-1.6191026475098624e-07,0.6466860175132751,0.38836461305618286,-0.0038827841635793447,0.6338292360305786,0.36112356185913086,-0.0059240530245006084,0.6397992372512817,0.33744245767593384,-0.00919974036514759,0.6536023616790771,0.3263324201107025,-0.011042811907827854,0.6411091685295105,0.3372630476951599,0.0036624858621507883,0.6332702040672302,0.31915977597236633,-0.006839523557573557,0.635065495967865,0.33908218145370483,-0.012000507675111294,0.6408421993255615,0.3467886745929718,-0.013987280428409576,0.6538694500923157,0.3348860740661621,0.0006104004569351673,0.6476424932479858,0.3172321915626526,-0.009537934325635433,0.6464742422103882,0.3417152464389801,-0.01044355146586895,0.6517797112464905,0.34642133116722107,-0.007977466098964214,0.6669216156005859,0.33738407492637634,-0.004672917537391186,0.6612690687179565,0.3222370445728302,-0.014593347907066345,0.6579023003578186,0.3466516435146332,-0.010498851537704468,0.6621007919311523,0.35114148259162903,-0.004695836454629898,0.6808459758758545,0.3432179391384125,-0.010687473230063915,0.6719769835472107,0.3344319462776184,-0.01524426694959402,0.6681028008460999,0.35143908858299255,-0.011104930192232132,0.6715302467346191,0.3562561273574829,-0.006393499672412872
0.6671789288520813,0.4054687023162842,-1.593438128111302e-07,0.6459846496582031,0.3899598717689514,-0.004392883274704218,0.6329938173294067,0.36227044463157654,-0.006519756279885769,0.6392687559127808,0.33804166316986084,-0.009806269779801369,0.6536545753479004,0.3271898329257965,-0.011505349539220333,0.6403717398643494,0.33836206793785095,0.003936310764402151,0.6327690482139587,0.3200363218784332,-0.006813857238739729,0.6347566843032837,0.3401893675327301,-0.01210725400596857,0.6405159831047058,0.3475949168205261,-0.014135914854705334,0.6531376242637634,0.3360159397125244,0.0011304295621812344,0.6471970677375793,0.3183300197124481,-0.009435849264264107,0.6461114287376404,0.34311580657958984,-0.010411781258881092,0.6513064503669739,0.3475574254989624,-0.00781495776027441,0.6661854982376099,0.3385573923587799,-0.00404357211664319,0.6608795523643494,0.3238517642021179,-0.01415239553898573,0.6574444770812988,0.34825924038887024,-0.010027788579463959,0.6615370512008667,0.35211703181266785,-0.004088397137820721,0.6801859736442566,0.34436506032943726,-0.010029810480773449,0.6716973185539246,0.33613520860671997,-0.014408881776034832,0.6677185297012329,0.35282087326049805,-0.0102601433172822,0.6710556149482727,0.35688477754592896,-0.005533143412321806
0.6666858792304993,0.40612196922302246,-1.6163815530489956e-07,0.6454806327819824,0.3903115391731262,-0.004107926972210407,0.6327462792396545,0.36267712712287903,-0.006225349381566048,0.6391234397888184,0.3390440344810486,-0.009576148353517056,0.6533536911010742,0.3278834819793701,-0.011500436812639236,0.6405307054519653,0.3384782373905182,0.004013055004179478,0.6324971914291382,0.3207398056983948,-0.0063450150191783905,0.6341179609298706,0.3404091000556946,-0.011634590104222298,0.6399394869804382,0.3480214774608612,-0.013780067674815655,0.6532586216926575,0.33611613512039185,0.001087374403141439,0.6470720767974854,0.3191225528717041,-0.009018364362418652,0.6456449031829834,0.34346601366996765,-0.010136674158275127,0.6509703993797302,0.3483380675315857,-0.007843644358217716,0.6663006544113159,0.3387887179851532,-0.004106322769075632,0.6606736183166504,0.32443782687187195,-0.013978861272335052,0.6569871306419373,0.3486330211162567,-0.010104918852448463,0.6611990928649902,0.3530956506729126,-0.004468303639441729,0.6801890730857849,0.34498047828674316,-0.010063668712973595,0.6711421608924866,0.3367151916027069,-0.014509239234030247,0.6670678853988647,0.3536445200443268,-0.010448678396642208,0.6705659031867981,0.3583586513996124,-0.005829608999192715
